,X1,sample_id,lake_id,lake_name,sa_ha,lake_type,ecoregion_3,trip_num,county,year,date_sampled,sample_location,lat,long,max_depth_m,secchi_m,lt_trans_3ft_per,lt_level_1per_ft,water_col_oxic_per,ph_epi,ph_hypo,cond_epi,cond_hypo,alk_epi,alk_hypo,no3_epi,no3_hypo,nh3_epi,nh3_hypo,tkn_epi,tkn_hypo,srp_epi,srp_hypo,tp_epi,tp_hypo,chla_ug_L,micro_ug_L,pktn_cells_mL,pktn_num_L,bg_dom_nu_per,bg_dom_cell_per,bg_num_L,bg_cell_mL,green_num_L,green_cell_mL,diatoms_nu_L,diatoms_cells_mL,other_algae_nu_L,other_algae_cells_mL,rotifer_num_L,rotifers_cell_mL,zoo_num_L,zoo_cells_mL,alk_avg,cond_avg,ph_avg,no3_avg,nh3_avg,tkn_avg,orgn_avg,srp_avg,tp_avg,tsi_sd,tsi_chla,tsi_tp_avg,tsi_tp_epi,tsi_comb,tn_avg,tn_epi,tn_hypo,not_sampled,tsi_int
103,211,2578,106,Schlamm,7.69,impoundment,71,9,Clark,2017,17-Jul-17,deep hole,38.56535,-85.78406,6.6,1.4,NA,NA,45.5,5.8,5.8,56.48,212.8,21.5,30,0.03,0.013,0.03,0.169,NA,NA,0.008,0.006,0.032,0.086,4.374,NA,5860,3266125,4.6,33,148852,1918,2504225,3328,218901,219,394021,395,65,0,61,0,25.75,134.64,5.8,0.0215,0.0995,NA,0,0.007,0.059,55,45,63,54,54,NA,0.493,1.777,FALSE,Mesotrophic
307,69,2404,1061,Schlamm,285.31,impoundment,55,9,Clark,2015,3-Aug-15,deep hole,38.56525,-85.78401,6.9,1.1,6.63,6.232,28.99,6.9,6.5,46,221,24,44,0.013,0.013,0.018,0.467,0.543,1.139,0.01,0.01,0.032,0.0475,NA,NA,31179,3914384,56.9,86,2228990,26828,677613,1881,133739,134,873764,2336,197,0,81,0,34,133.5,6.7,0.013,0.2425,0.841,0.5985,0.01,0.03975,59,NA,57,54,NA,NA,NA,NA,FALSE,NA
147,242,2608,518,Big Chapman,167.55,natural lake,56,12,Kosciusko,2017,7-Aug-17,Deep Hole,41.28142,-85.77836,13,1.9,37.6,9.5,46.1,8,7.4,414.8,436.5,135,209,0.008,0.008,0.014,1.515,NA,NA,0.002,0.013,0.015,0.039,6.733,NA,23861,2355370,27.9,88,656702,21014,1357183,2504,288949,290,52536,53,NA,NA,NA,NA,172,425.65,7.7,0.008,0.7645,NA,0,0.0075,0.027,51,49,52,43,51,NA,0.639,2.483,FALSE,Mesotrophic
212,210,2577,104,Oak,0.81,impoundment,55,9,Clark,2017,17-Jul-17,deep hole,38.55623,-85.77043,3.5,0.7,NA,NA,28.6,7,5.9,77.94,NA,25,52,0.018,0.008,0.014,0.257,NA,NA,0.011,0.004,0.046,0.039,15.913,NA,19022,2200475,49.3,86,1085748,16357,901871,2434,113828,132,96316,97,649,0,2063,2,38.5,77.94,6.45,0.013,0.134,NA,0,0.0075,0.0425,65,58,58,59,60,NA,0.66,1.007,FALSE,Eutrophic
135,307,2693,594,Tippecanoe,286.12,natural lake,56,6,Kosciusko,2018,24-Jul-18,Deep Hole,41.33283,-85.76741,37,2.5,251.1,20.1,NA,7.8,7.6,408.4,468.8,158,188,0.033,0.999,0.099,0.024,NA,NA,0.015,0.076,0.015,0.043,5.938,NA,0,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,0,8,0,173,438.6,7.7,0.516,0.0615,NA,0,0.0455,0.029,47,48,53,43,49,NA,0.48,1.23,FALSE,Mesotrophic
108,95,2446,594,Tippecanoe,286.12,natural lake,56,1,Kosciusko,2016,28-Jun-16,Deep Hole,41.33212,-85.76602,32.3,1.65,18.96,18.04,NA,7.8,6.6,422,472,169,189,0.0086,0.807,0.054,0.026,NA,NA,0.002,0.052,0.019,0.063,4.774,NA,30065,1797259,27.4,80,493164,23931,1153503,5866,125381,243,25076,25,106,0,29,0,179,447,7.2,0.4078,0.04,NA,0,0.027,0.041,53,46,58,47,52,NA,0.693,1.222,FALSE,Mesotrophic
284,145,2497,577,Sellers,12.95,natural lake,56,8,Kosciusko,2016,1-Aug-16,Deep Hole,41.15369,-85.74448,6.1,0.6,6.789,5.5,NA,8,7.275,422,560,180,219.5,0.008,0.008,0.015,1.653,NA,NA,0.006,0.323,0.104,0.417,57.387,NA,25054,4315770,31,34,1337394,8523,2639125,16192,124824,125,213983,214,374,0,70,0,199.75,491,7.6375,0.008,0.834,NA,0,0.1645,0.2605,67,70,84,71,74,NA,1.589,2.961,FALSE,Hypereutrophic
185,146,2498,512,Banning,4.86,natural lake,56,8,Kosciusko,2016,1-Aug-16,Deep Hole,41.30116,-85.73994,4.57,1.7,20.81,12,NA,7.6,7.4,402,399,152.5,150,0.008,0.008,0.015,0.015,NA,NA,0.002,0.004,0.03,0.032,11.308,NA,48994,2898748,38.4,88,1114495,42876,1435469,5770,142655,143,205068,205,609,0,452,0,151.25,400.5,7.5,0.008,0.015,NA,0,0.003,0.031,52,54,54,53,53,NA,0.707,0.679,FALSE,Eutrophic
325,184,2551,512,Banning,4.86,natural lake,56,4,Kosciusko,2017,28-Jun-17,deep hole,41.30122,-85.73924,4.7,1.7,10.4,11,100,8.1,NA,368,373,170,NA,0.207,NA,0.014,NA,NA,NA,0.004,NA,0.04,NA,NA,NA,8005,2138694,7.8,38,166365,3021,1672401,4685,87560,88,210145,210,1591,1,632,0,170,370.5,8.1,0.207,0.014,NA,0,0.004,0.04,52,NA,57,57,NA,NA,1.477,NA,FALSE,NA
159,305,2691,591,Syracuse,228.25,natural lake,56,6,Kosciusko,2018,23-Jul-18,Deep Hole,41.42845,-85.73724,10.1,2.5,233.4,18.04,NA,8.1,7.5,322.8,401.8,121,157,0.01,0.011,0.014,0.221,NA,NA,0.013,0.017,0.036,0.353,7.423,NA,0,215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156,0,59,0,139,362.3,7.8,0.0105,0.1175,NA,0,0.015,0.1945,47,50,80,56,59,NA,0.922,2.559,FALSE,Mesotrophic
238,243,2609,575,Sawmill,10.93,natural lake,56,12,Kosciusko,2017,7-Aug-17,Deep Hole,41.30758,-85.73451,7.7,1.1,21.6,6,51.9,7.55,6.9,434.8,478.5,170.5,270,0.203,0.008,0.014,5.389,NA,NA,0.002,0.162,0.04,0.324,25.461,NA,16815,2785136,25.8,79,717994,13266,1444744,2839,446558,446,175120,264,609,0,111,0,220.25,456.65,7.225,0.1055,2.7015,NA,0,0.082,0.182,59,62,79,57,67,NA,1.161,6.549,FALSE,Eutrophic
178,56,2383,546,James,108.05,natural lake,56,7,Kosciusko,2015,28-Jul-15,deep hole,41.32317,-85.73151,19,NA,5.5,11.808,15.8,8.2,7.5,453,532,180,205,0.013,0.013,0.018,1.464,0.734,2.091,0.01,0.254,0.038,0.2695,10.23,NA,35843,3184029,39.2,81,1248234,29004,1818856,6723,NA,NA,115908,116,885,0,146,0,192.5,492.5,7.85,0.013,0.741,1.4125,0.6715,0.132,0.15375,NA,53,77,57,NA,NA,NA,NA,FALSE,Eutrophic
224,139,2490,575,Sawmill,10.93,natural lake,56,6,Kosciusko,2016,26-Jul-16,Deep Hole,41.29993,-85.72837,7.47,0.8,15.93,10,NA,6.3,6.1,385,570,141,241,0.0086,0.0086,0.015,1.8955,NA,NA,0.004,0.025,0.042,0.068,19.94,NA,65077,7409948,67,94,4966190,61243,1132327,2524,1167991,1168,142656,142,719,0,65,0,191,477.5,6.2,0.0086,0.95525,NA,0,0.0145,0.055,63,60,62,58,62,NA,0.908,3.292,FALSE,Eutrophic
326,185,2552,552,Little Barbee,27.52,natural lake,56,4,Kosciusko,2017,28-Jun-17,deep hole,41.29258,-85.72353,7.1,1.1,8.3,8.25,56.3,8.2,7.4,420,493,197,343,1.548,0.111,0.014,1.386,NA,NA,0.004,0.269,0.032,0.371,NA,NA,13748,4973730,12.7,44,630435,6041,3169683,6165,717994,772,455313,770,274,0,31,0,270,456.5,7.8,0.8295,0.7,NA,0,0.1365,0.2015,59,NA,81,54,NA,NA,2.698,2.848,FALSE,NA
49,62,2389,596,Wawasee,1059.5,natural lake,56,7,Kosciusko,2015,28-Jul-15,deep hole,41.40306,-85.70756,22.8,2.4,15.41,18.86,35.09,8.7,7.8,364,429,129,158,0.047,0.013,0.018,0.431,0.524,1.023,0.01,0.018,0.029,0.038,2.49,NA,13658,2202541,36.4,67,802437,9147,1212570,4110,62412,63,124824,338,238,0,60,0,143.5,396.5,8.25,0.03,0.2245,0.7735,0.549,0.014,0.0335,47,40,55,53,47,NA,NA,NA,FALSE,Mesotrophic
44,140,2491,550,Kuhn,47.75,natural lake,56,6,Kosciusko,2016,26-Jul-16,Deep Hole,41.28624,-85.6922,8.08,3.1,20.9,20.3,NA,6.4,6.1,406,463,169,201,0.0086,0.0086,0.015,1.679,NA,NA,0.004,0.008,0.017,0.016,2.467,NA,10244,1123578,38.1,87,427965,8880,677613,1346,NA,NA,17832,18,94,0,74,0,185,434.5,6.25,0.0086,0.847,NA,0,0.006,0.0165,44,39,45,45,43,NA,0.572,0.523,FALSE,Mesotrophic
221,306,2692,597,Webster,313.24,natural lake,56,6,Kosciusko,2018,24-Jul-18,Deep Hole,41.32468,-85.68997,15.02,1.3,82.7,2.95,NA,8.2,7.6,417.8,475,171,212,0.009,0.013,0.016,2.161,NA,NA,0.019,0.338,0.025,0.089,17.814,NA,0,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,0,29,0,191.5,446.4,7.9,0.011,1.0885,NA,0,0.1785,0.057,56,59,62,51,59,NA,0.656,1.5,FALSE,Eutrophic
186,178,2545,597,Webster,313.24,natural lake,56,3,Kosciusko,2017,26-Jun-17,deep hole,41.32481,-85.68967,14.5,2.2,10.3,11.5,27.6,8.2,8,383,447,297,320,0.015,0.008,0.014,1.223,NA,NA,0.01,0.138,0.034,0.169,11.381,NA,8508,884614,19.8,59,175120,5028,516605,2089,135718,135,56914,1256,166,0,91,0,308.5,415,8.1,0.0115,0.6185,NA,0,0.074,0.1015,49,54,71,55,58,NA,0.1,2.464,FALSE,Eutrophic
196,100,2451,597,Webster,313.24,natural lake,56,2,Kosciusko,2016,5-Jul-16,Deep Hole,41.32526,-85.67912,14.3,1.35,5.382,16,NA,7.1,6.7,433,493,189,218,0.0086,0.0086,0.015,0.933,NA,NA,0.006,0.236,0.041,0.282,13.361,NA,0,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,0,35,0,203.5,463,6.9,0.0086,0.474,NA,0,0.121,0.1615,56,56,78,58,63,NA,1.147,1.931,FALSE,Eutrophic
9,204,2571,568,Price,4.86,natural lake,56,7,Kosciusko,2017,17-Jul-17,deep hole,41.345921,-85.676347,13,3.1,14.3,19.75,38.5,6.9,6.5,270.2,672,126,397,0.014,0.028,0.036,39.124,NA,NA,0.008,0.009,0.017,0.194,1.113,NA,1927,501866,9.2,35,45969,683,151041,942,273626,273,30646,29,329,0,255,0,261.5,471.1,6.7,0.021,19.58,NA,0,0.0085,0.1055,44,32,71,45,49,NA,0.603,33.659,FALSE,Oligotrophic
80,63,2390,597,Webster,313.24,natural lake,56,7,Kosciusko,2015,28-Jul-15,deep hole,41.32188,-85.67553,15.5,1.7,4.42,10.496,25.8,8.2,7.7,437,530,175,217,0.013,0.013,0.018,0.898,0.948,1.762,0.01,0.176,0.043,0.18,3.71,NA,25152,2577078,48.1,87,1239318,21842,1230403,3194,44580,54,62412,62,293,0,72,0,196,483.5,7.95,0.013,0.458,1.355,0.897,0.093,0.1115,52,43,72,58,56,NA,NA,NA,FALSE,Mesotrophic
81,148,2500,574,Rothenberger,2.43,natural lake,56,8,Kosciusko,2016,2-Aug-16,Deep Hole,41.36079,-85.67486,14.63,3.7,12.15,10.7,NA,7.6,6.9,337,459,163,204,0.008,0.008,0.015,3.786,NA,NA,0.002,1.228,0.017,0.92,3.495,NA,19469,2381756,32.4,76,770531,14763,1208331,3331,262681,578,140097,797,80,0,36,0,183.5,398,7.25,0.008,1.9005,NA,0,0.615,0.4685,41,43,93,45,59,NA,0.852,4.353,FALSE,Mesotrophic
180,297,2683,574,Rothenberger,2.43,natural lake,56,5,Kosciusko,2018,17-Jul-18,Deep Hole,41.358611,-85.674722,8.5,2.2,548,9.84,NA,7.7,7.3,340.7,349.8,158,164,0.014,0.008,0.067,0.076,NA,NA,0.012,0.014,0.031,0.258,10.078,NA,0,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,0,49,0,161,345.25,7.5,0.011,0.0715,NA,0,0.013,0.1445,49,53,76,54,59,NA,0.944,2.013,FALSE,Eutrophic
123,241,2607,549,Kiser,3.64,natural lake,56,12,Kosciusko,2017,7-Aug-17,Deep Hole,41.31652,-85.66988,6,2.4,43.8,8.25,50,7.4,NA,481.3,479.9,206,NA,0.008,NA,0.014,NA,NA,NA,0.004,NA,0.029,NA,5.287,NA,11027,1866739,14.5,84,271437,9229,1260868,1455,253925,263,78804,79,1364,1,341,0,206,480.6,7.4,0.008,0.014,NA,0,0.004,0.029,47,47,53,53,49,NA,0.562,NA,FALSE,Mesotrophic
323,182,2549,245,Hunter,40.07,natural lake,56,4,Elkhart,2017,28-Jun-17,dee hole,41.72366,-85.66842,8.8,2.3,18.6,19.75,56.8,8.3,7.7,374,406,144,159,0.008,0.008,0.014,0.317,NA,NA,0.002,0.003,0.007,0.039,NA,NA,78138,2285456,55.2,69,1260869,53709,385265,1304,78804,131,560386,22994,80,0,52,0,151.5,390,8,0.008,0.1655,NA,0,0.0025,0.023,48,NA,49,32,NA,NA,0.1,1.532,FALSE,NA
82,165,2522,245,Hunter,40.07,natural lake,56,12,Elkhart,2016,15-Aug-16,Deep Hole,41.7213,-85.66761,8.5,2.95,17.8,20.3,NA,7.45,6.9,363,439,113.5,162,0.008,0.008,0.041,0.114,NA,NA,0.004,0.004,0.028,0.03,3.526,NA,4059,769194,16.5,53,127053,2146,568393,1819,6687,27,66870,67,163,0,28,0,137.75,401,7.175,0.008,0.0775,NA,0,0.004,0.029,44,43,53,52,47,NA,0.682,1.18,FALSE,Mesotrophic
254,46,2373,570,Ridinger,55.04,natural lake,56,5,Kosciusko,2015,21-Jul-15,deep hole,41.26191,-85.66529,12,0.5,4.31,5.576,33.33,7.9,7.6,503,647,189,227,2.1745,0.837,0.019,1.218,1.599,2.193,0.01,0.099,0.038,0.079,33.72,NA,247737,23948412,62.2,83,14889650,204942,8701975,42438,303143,303,53496,54,77,0,71,0,208,575,7.75,1.50575,0.6185,1.896,1.2775,0.0545,0.0585,70,65,63,57,66,NA,NA,NA,FALSE,Hypereutrophic
150,40,2367,535,Goldeneye,8.09,impoundment,56,5,Kosciusko,2015,21-Jul-15,deep hole,41.33526,-85.66468,4,2.2,4.13,9.84,100,7.7,NA,360,441,160,NA,0.069,NA,0.018,NA,0.967,NA,0.01,NA,0.158,NA,6.97,NA,32195,1756383,35.2,90,618545,29113,944534,2723,8359,8,183893,351,288,0,764,0,160,400.5,7.7,0.069,0.018,0.967,0.949,0.01,0.158,49,50,77,77,59,NA,NA,NA,FALSE,Mesotrophic
121,147,2499,535,Goldeneye,8.09,impoundment,56,8,Kosciusko,2016,1-Aug-16,Deep Hole,41.3354,-85.66457,4.57,2.2,18.92,11.5,NA,7.8,7.3,284,384,136,168,0.008,0.008,0.015,0.015,NA,NA,0.002,0.002,0.02,0.029,5.282,NA,75885,2274254,31.4,91,713277,69099,1408722,6634,26748,27,124824,125,143,0,540,0,152,334,7.55,0.008,0.015,NA,0,0.002,0.0245,49,47,50,47,49,NA,0.682,0.69,FALSE,Mesotrophic
324,183,2550,238,Fish,13.76,natural lake,56,4,Elkhart,2017,28-Jun-17,deep hole,41.5793,-85.66443,8.3,1.2,4.2,6,36.14,8.2,7,236,343,111,150,0.008,0.008,0.014,2.421,NA,NA,0.008,0.014,0.077,0.759,NA,NA,401,44495,61.4,80,27317,323,12676,74,656,1,3059,3,694,0,93,0,130.5,289.5,7.6,0.008,1.2175,NA,0,0.011,0.418,57,NA,91,67,NA,NA,1.845,3.688,FALSE,NA
63,205,2572,535,Goldeneye,8.09,impoundment,56,7,Kosciusko,2017,17-Jul-17,deep hol,41.334723,-85.664054,4.8,2.6,28.2,8.25,20.8,8.1,7.2,323.6,410.4,156,163,0.011,0.013,0.033,0.066,NA,NA,0.004,0.008,0.031,NA,2.984,NA,13019,1076302,15.5,41,166364,5376,827444,7562,21890,22,56914,56,1198,1,2492,2,159.5,367,7.65,0.012,0.0495,NA,0,0.006,0.031,46,41,54,54,47,NA,0.819,NA,FALSE,Mesotrophic
134,301,2687,610,Brokesha,14.57,natural lake,56,6,LaGrange,2018,23-Jul-18,Deep Hole,41.73985,-85.65494,5.7,3.2,128.7,16.73,NA,8.1,7.8,291.4,346.7,137,153,0.012,0.014,0.014,0.014,NA,NA,0.006,0.011,0.012,0.068,5.639,NA,0,198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144,0,54,0,145,319.05,7.95,0.013,0.014,NA,0,0.0085,0.04,43,48,57,40,49,NA,0.65,1.238,FALSE,Mesotrophic
289,228,2595,1462,Robinson,23.88,natural lake,56,10,Whitley,2017,25-Jul-17,deep hole,41.22409,-85.65158,15.4,0.6,5.8,5.25,21.4,8.1,7.3,345.9,547.2,145,231,0.584,0.022,0.014,2.227,NA,NA,0.004,0.251,0.063,0.364,60.72,NA,26726,10752591,6.2,51,665457,13554,4605672,7374,3344805,3660,2136471,2138,159,0,27,0,188,446.55,7.7,0.303,1.1205,NA,0,0.1275,0.2135,67,71,82,64,73,NA,1.547,2.891,FALSE,Hypereutrophic
329,270,2651,1462,Robinson,23.88,natural lake,56,1,Whitley,2018,26-Jun-18,Deep Hole,41.22377,-85.65106,15.2,0.7,NA,NA,NA,7.2,7.2,389,488.1,160,218,0.016,0.008,0.028,2.35,NA,NA,0.017,0.409,0.043,0.251,NA,NA,0,235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,0,84,0,189,438.55,7.2,0.012,1.189,NA,0,0.213,0.147,65,NA,76,58,NA,NA,1.27,1.968,FALSE,NA
192,137,2488,1462,Robinson,23.88,natural lake,56,6,Whitley,2016,26-Jul-16,Deep Hole,41.22341,-85.65105,14.02,1.05,12.72,8.5,NA,6.45,6.1,356,557,140.5,221,0.0086,0.0086,0.015,0.04,NA,NA,0.004,0.231,0.054,0.281,11.876,NA,0,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145,0,3,0,180.75,456.5,6.275,0.0086,0.0275,NA,0,0.1175,0.1675,59,55,78,62,64,NA,0.787,2.229,FALSE,Eutrophic
199,260,2639,847,Duely,8.5,natural lake,56,1,Noble,2018,26-Jun-18,Deep Hole,41.35705,-85.63159,5.8,2.1,154.8,12.464,NA,7.2,7.1,544.4,556,215,248,1.946,0.578,0.054,0.856,NA,NA,0.013,0.159,0.015,0.084,12.97,NA,0,268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,0,188,0,231.5,550.2,7.15,1.262,0.455,NA,0,0.086,0.0495,49,56,60,43,55,NA,3.076,2.839,FALSE,Eutrophic
184,99,2450,912,Rider,2.02,natural lake,56,2,Noble,2016,6-Jul-16,Deep Hole,41.35345,-85.63033,4.87,1.5,19.4,12.3,NA,6.6,NA,497,562,193,NA,1.945,NA,0.034,NA,NA,NA,0.006,NA,0.022,NA,11.367,NA,56993,1875947,35.2,89,659782,50758,1043168,5929,44580,178,124824,125,3556,3,37,0,193,529.5,6.6,1.945,0.034,NA,0,0.006,0.022,54,54,49,49,52,NA,3,NA,FALSE,Eutrophic
193,174,2541,912,Rider,2.02,natural lake,56,2,Noble,2017,21-Jun-17,deep hole,41.35346667,-85.6303,5.4,1.8,32.6,6.5,75,8,7.9,580,595,210.5,221,2.832,1.672,0.045,0.654,NA,NA,0.004,0.009,0.016,0.052,11.752,NA,2895,1103263,11.4,43,126087,1251,740762,1056,199638,399,36776,189,NA,NA,NA,NA,215.75,587.5,7.95,2.252,0.3495,NA,0,0.0065,0.034,52,55,55,44,54,NA,3.284,2.297,FALSE,Eutrophic
125,261,2640,852,Gordy,12.55,natural lake,56,1,Noble,2018,26-Jun-18,Deep Hole,41.35047,-85.62724,10.6,3.2,193.4,15.416,NA,7.2,7,549.7,494.2,217,223,2.584,1.971,0.07,0.439,NA,NA,0.08,0.067,NA,NA,5.567,NA,0,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168,0,57,0,220,521.95,7.1,2.2775,0.2545,NA,0,0.0735,NA,43,47,NA,NA,NA,NA,NA,NA,FALSE,Mesotrophic
297,12,2338,1448,Larwill,4.05,natural lake,56,2,Whitley,2015,7-Jul-15,Deep hole,41.17223,-85.62251,11.2,0.9,3.99,4.264,17.86,8.3,7.1,427,637,169,251,2.814,0.021,0.06,3.924,1.909,5.273,0.01,1.015,0.169,1.069,96.84,NA,41958,3923018,53.1,89,2083937,37476,1794987,4210,8756,9,35024,263,267,0,47,0,210,532,7.7,1.4175,1.992,3.591,1.599,0.5125,0.619,62,75,97,78,78,NA,NA,NA,FALSE,Hypereutrophic
203,15,2341,862,Hindman,5.26,natural lake,56,2,Noble,2015,7-Jul-15,Deep hole,41.34638333,-85.61878333,6,1.8,11.77,9.84,33.33,8.3,7.5,598,660,214,254,3.935,0.145,0.057,1.275,1.431,2.759,0.01,0.113,0.035,NA,15.03,NA,22868,2087336,27.3,80,570622,18393,900512,2264,499294,2042,115908,169,762,0,238,0,234,629,7.9,2.04,0.666,2.095,1.429,0.0615,0.035,52,57,55,55,55,NA,NA,NA,FALSE,Eutrophic
167,268,2649,873,Knapp,35.61,natural lake,56,1,Noble,2018,26-Jun-18,Deep Hole,41.34427,-85.61059,17.7,2.1,NA,NA,NA,7.2,7.2,523.3,514.9,212,228,4.187,2.795,0.102,0.587,NA,NA,0.006,0.159,0.06,0.593,7.69,NA,0,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,0,44,0,220,519.1,7.2,3.491,0.3445,NA,0,0.0825,0.3265,49,51,88,63,63,NA,1.638,3.191,FALSE,Eutrophic
92,138,2489,873,Knapp,35.61,natural lake,56,6,Noble,2016,26-Jul-16,Deep Hole,41.34391,-85.61016,17.4,1.95,34.42,19,NA,6.2,6.4,465,584,168,245,3.211,0.387,0.015,1.822,NA,NA,0.008,0.302,0.016,0.31,3.845,NA,20575,2416327,38.7,86,936175,17689,1141244,1826,53496,53,285311,1007,82,0,19,0,206.5,524.5,6.3,1.799,0.9185,NA,0,0.155,0.163,50,44,78,44,57,NA,3.367,2.968,FALSE,Mesotrophic
278,16,2342,656,Shipshewana,81.75,natural lake,56,2,LaGrange,2015,6-Jul-15,Deep hole,41.68815,-85.60812,4.7,0.3,0.59,1.64,63.83,7.4,NA,439,NA,120,NA,0.013,0.013,0.018,0.024,2.245,NA,0.01,NA,0.135,NA,54.93,NA,71058,1237777,81.4,100,1007225,70807,20896,33,8358,17,200608,200,18,0,672,1,120,439,7.4,0.013,0.021,2.245,2.227,0.01,0.135,77,70,75,75,74,NA,NA,NA,FALSE,Hypereutrophic
262,269,2650,821,Baugher,12.95,natural lake,56,1,Noble,2018,26-Jun-18,Deep Hole,41.3138413,-85.6073252,10.7,0.9,NA,NA,NA,7.2,7,465.6,507,195,240,0.679,0.008,0.068,2.27,NA,NA,0.01,0.493,0.073,0.453,33.402,NA,0,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,0,34,0,217.5,486.3,7.1,0.3435,1.169,NA,0,0.2515,0.263,62,65,85,66,71,NA,1.14,2.919,FALSE,Hypereutrophic
58,267,2648,881,Little Bause,2.83,natural lake,56,1,Noble,2018,26-Jun-18,Deep Hole,41.33684,-85.60319,4.8,3.6,NA,NA,NA,7.3,7.4,531.3,560.1,228,258,3.404,1.756,0.215,0.057,NA,NA,0.015,NA,0.026,0.2,2.504,NA,0,409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,0,357,0,243,545.7,7.35,2.58,0.136,NA,0,0.015,0.113,42,40,72,51,51,NA,4.85,3.917,FALSE,Mesotrophic
302,14,2340,881,Little Bause,2.83,natural lake,56,2,Noble,2015,7-Jul-15,Deep hole,41.33712,-85.60307,5,2,10.91,10.66,100,8.2,NA,496,565,199,NA,2.0415,NA,0.0285,NA,0.966,NA,0.01,NA,0.069,NA,107.98,NA,5,5942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5277,5,665,0,199,530.5,8.2,2.0415,0.0285,0.966,0.9375,0.01,0.069,50,77,65,65,64,NA,NA,NA,FALSE,Hypereutrophic
213,213,2580,446,Crosley,5.67,impoundment,55,9,Jennings,2017,17-Jul-17,deep hole,38.95544,-85.59177,6.1,1.1,NA,NA,32.8,8.5,6.5,186.3,339.8,80,116,0.012,0.004,0.014,1.302,NA,NA,0.004,0.006,0.058,0.081,15.913,NA,28792,2136608,84.8,97,1812499,27993,280193,754,17512,18,26268,27,86,0,50,0,98,263.05,7.5,0.008,0.6565,NA,0,0.005,0.0695,59,58,65,63,61,NA,1.004,2.717,FALSE,Eutrophic
166,259,2638,849,Engle,19.43,natural lake,56,1,Noble,2018,26-Jun-18,Deep Hole,41.43627,-85.57737,8.1,2,108.4,3.936,NA,7.3,7.1,684.3,676.2,240,243,0.539,0.683,0.087,0.448,NA,NA,0.004,0.008,0.044,0.211,7.69,NA,0,326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,245,0,81,0,241.5,680.25,7.2,0.611,0.2675,NA,0,0.006,0.1275,50,51,74,59,58,NA,2.463,2.067,FALSE,Eutrophic
131,180,2547,849,Engle,19.43,natural lake,56,3,Noble,2017,26-Jun-17,deep hole,41.43504,-85.57574,8.2,2.5,25.33,15,71.4,8.2,7.5,612,697,228,239,0.866,0.599,0.014,0.54,NA,NA,0.008,0.008,0.022,0.045,5.879,NA,32324,1353262,41.7,94,564765,30432,485959,1590,78804,79,223279,223,302,0,153,0,233.5,654.5,7.85,0.7325,0.2745,NA,0,0.008,0.0335,47,48,55,49,50,NA,2.368,2.275,FALSE,Mesotrophic
294,13,2339,1454,Loon,6.07,natural lake,56,2,Whitley,2015,7-Jul-15,deep hole,41.26936,-85.5488,29.2,1.1,4.94,8.2,14.29,8.8,7.4,418,509,167,196,0.178,0.013,0.02,1.672,0.999,2.5695,0.01,0.2,0.059,0.252,74.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181.5,463.5,8.1,0.0955,0.846,1.78425,0.93825,0.105,0.1555,59,73,77,63,70,NA,NA,NA,FALSE,Hypereutrophic
296,323,2708,1060,Woods (Big Blue #3),17.81,impoundment,55,8,Rush,2018,30-Jul-18,Deep Hole,39.76222,-85.54313,4.3,0.45,10.18,4.59,NA,8.2,7.4,345.4,446,147,162,0.008,0.008,0.036,0.757,NA,NA,0.053,0.026,0.083,NA,79.793,NA,0,162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,0,48,0,154.5,395.7,7.8,0.008,0.3965,NA,0,0.0395,0.083,72,74,68,68,71,NA,2.962,NA,FALSE,Hypereutrophic
3,203,2570,848,Eagle,32.78,natural lake,56,7,Noble,2017,17-Jul-17,deep hole,41.42713,-85.54189,13.1,2.9,38.6,10,30.5,8.1,7.2,596.5,430.7,188,232,0.5,0.042,0.054,1.992,NA,NA,0.004,0.201,0.024,NA,0.694,NA,8107,598421,30.2,74,180959,6033,385267,2041,11674,12,20431,21,83,0,7,0,210,513.6,7.65,0.271,1.023,NA,0,0.1025,0.024,45,27,50,50,41,NA,1.44,NA,FALSE,Oligotrophic
